Time,SpineBase_x,SpineBase_y,SpineBase_z,SpineMid_x,SpineMid_y,SpineMid_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,HandTipRight_x,HandTipRight_y,HandTipRight_z,ThumbRight_x,ThumbRight_y,ThumbRight_z
6.3338,-0.3511,0.2216,3.8005,-0.3263,0.3884,3.4821,-0.2953,0.5451,3.1699,-0.2532,0.6083,3.1210,-0.4902,0.4515,3.3042,-0.5955,0.4939,3.0956,-0.5502,0.2515,2.9071,-0.5356,0.1763,2.8723,-0.2130,0.4765,3.3730,-0.0042,0.5882,3.4647,0.0963,0.3804,3.3111,0.0984,0.3645,3.2914,-0.4371,0.2068,3.7496,-0.3551,-0.2151,3.4173,-0.4194,-0.5834,3.5790,-0.4486,-0.6703,3.5103,-0.2580,0.2324,3.7697,-0.0704,-0.0994,3.3771,-0.0359,-0.5111,3.3992,0.0673,-0.5924,3.3223,-0.3034,0.5073,3.2496,-0.5294,0.1206,2.8631,-0.5513,0.1425,2.8040,0.1094,0.3370,3.2899,0.1185,0.3880,3.2564
6.4001,-0.3954,0.2031,3.8370,-0.3607,0.3411,3.5355,-0.3241,0.4730,3.2212,-0.2772,0.5317,3.1700,-0.4912,0.4382,3.2961,-0.6383,0.3917,3.1177,-0.6275,0.2115,2.9727,-0.5493,0.1306,2.9349,-0.2135,0.4307,3.4376,-0.0528,0.4798,3.5647,0.0518,0.3026,3.4597,0.0573,0.2657,3.4298,-0.4739,0.1928,3.7817,-0.3606,-0.2128,3.4371,-0.4266,-0.6020,3.5837,-0.4650,-0.6886,3.5315,-0.3090,0.2085,3.8121,-0.0863,-0.0956,3.4150,-0.0426,-0.5057,3.4442,0.0532,-0.5903,3.3568,-0.3334,0.4412,3.3021,-0.5300,0.0676,2.9071,-0.5476,0.0799,2.8947,0.0625,0.2260,3.4127,0.0886,0.2679,3.4108
6.4667,-0.3603,0.0089,3.7922,-0.3394,0.2323,3.5145,-0.3233,0.4526,3.2300,-0.2669,0.4829,3.1846,-0.4895,0.4162,3.3029,-0.6546,0.3032,3.1858,-0.6105,0.1320,3.0358,-0.5357,0.0509,2.9991,-0.2078,0.4056,3.4739,-0.0746,0.3667,3.6448,0.0345,0.1979,3.5290,0.0288,0.1456,3.5096,-0.4241,-0.0028,3.7386,-0.3467,-0.2514,3.4169,-0.4109,-0.5974,3.5712,-0.3708,-0.6907,3.4724,-0.2873,0.0181,3.7636,-0.0762,-0.1404,3.4048,-0.0270,-0.5493,3.4379,0.0775,-0.6132,3.3537,-0.3258,0.3967,3.3027,-0.5123,-0.0078,2.9807,-0.5389,0.0120,2.9609,0.0292,0.0978,3.4964,0.0667,0.1359,3.4967
6.5343,-0.3609,-0.0170,3.8029,-0.3442,0.2152,3.5338,-0.3277,0.4424,3.2546,-0.2667,0.4736,3.2064,-0.4867,0.4051,3.3242,-0.6501,0.2798,3.2195,-0.5810,0.0895,3.0863,-0.5206,0.0236,3.0536,-0.2118,0.3859,3.5180,-0.0759,0.3692,3.6746,0.0248,0.1853,3.5830,0.0226,0.1230,3.5432,-0.4211,-0.0245,3.7515,-0.3356,-0.2701,3.4297,-0.4062,-0.5920,3.5615,-0.3614,-0.6828,3.4616,-0.2925,-0.0101,3.7738,-0.0839,-0.1381,3.4340,-0.0283,-0.5480,3.4453,0.0748,-0.6111,3.3539,-0.3317,0.3860,3.3267,-0.4986,-0.0250,3.0487,-0.5344,-0.0068,3.0164,0.0169,0.0735,3.5271,0.0652,0.1071,3.5354
6.6010,-0.3718,0.0330,3.8604,-0.3509,0.2518,3.5900,-0.3290,0.4682,3.3073,-0.2708,0.5096,3.2606,-0.4901,0.4249,3.3660,-0.6450,0.2957,3.2515,-0.5970,0.1135,3.1176,-0.5257,0.0509,3.0884,-0.2008,0.4396,3.5548,-0.0593,0.3862,3.7001,0.0307,0.2110,3.5785,0.0408,0.1689,3.5410,-0.4323,0.0163,3.8008,-0.3566,-0.2141,3.4549,-0.4055,-0.5818,3.5596,-0.3581,-0.6738,3.4633,-0.3033,0.0448,3.8363,-0.0877,-0.1242,3.4564,-0.0294,-0.5346,3.4496,0.0744,-0.6075,3.3592,-0.3347,0.4147,3.3805,-0.5081,-0.0003,3.0749,-0.5377,0.0292,3.0458,0.0428,0.1324,3.5229,0.0854,0.1467,3.5445
6.6669,-0.3678,0.0229,3.8261,-0.3528,0.2794,3.5882,-0.3384,0.5507,3.3477,-0.2742,0.5903,3.3009,-0.4914,0.4488,3.3831,-0.6565,0.3197,3.2873,-0.5890,0.1402,3.1583,-0.5222,0.0852,3.1324,-0.2058,0.4522,3.5567,-0.0609,0.4417,3.7066,0.0562,0.2811,3.5908,0.0497,0.2292,3.5341,-0.4269,0.0119,3.7602,-0.3852,-0.2303,3.4263,-0.4115,-0.5799,3.5611,-0.3620,-0.6627,3.4527,-0.3005,0.0321,3.8069,-0.0888,-0.1111,3.4714,-0.0177,-0.5196,3.4560,0.0782,-0.6018,3.3651,-0.3425,0.4867,3.4103,-0.5051,0.0423,3.1261,-0.5354,0.0512,3.0961,0.0510,0.1829,3.5180,0.0397,0.1991,3.5251
6.7338,-0.3654,0.0431,3.7297,-0.3524,0.3332,3.5594,-0.3372,0.6221,3.3761,-0.2734,0.6763,3.3338,-0.5506,0.5290,3.4064,-0.6655,0.3432,3.3354,-0.5586,0.1784,3.2136,-0.5131,0.1165,3.1987,-0.2018,0.5599,3.5799,-0.0654,0.4669,3.7129,0.0703,0.3135,3.6095,0.0489,0.2696,3.5307,-0.4193,0.0344,3.6660,-0.4249,-0.2519,3.3714,-0.4284,-0.6590,3.4314,-0.3775,-0.7299,3.3119,-0.3040,0.0517,3.7129,-0.0340,-0.1147,3.4535,0.0456,-0.5212,3.4216,0.0911,-0.5935,3.3015,-0.3411,0.5533,3.4250,-0.4880,0.0814,3.2009,-0.4962,0.0832,3.1700,0.0571,0.2407,3.5165,0.0490,0.2877,3.4966
6.8001,-0.3399,0.0888,3.7395,-0.3300,0.3856,3.5777,-0.3185,0.6774,3.4048,-0.2623,0.7479,3.3640,-0.4883,0.5823,3.4362,-0.6412,0.4047,3.3942,-0.5499,0.2125,3.2776,-0.5174,0.1587,3.2670,-0.1886,0.6184,3.5935,-0.0668,0.4840,3.7305,0.0461,0.3359,3.5937,0.0346,0.2978,3.5433,-0.3942,0.0803,3.6746,-0.4651,-0.2325,3.4251,-0.4640,-0.6415,3.4753,-0.4093,-0.7101,3.3554,-0.2781,0.0960,3.7246,-0.0241,-0.0833,3.4566,0.0406,-0.4930,3.4423,0.0896,-0.5631,3.3217,-0.3215,0.6061,3.4507,-0.4939,0.1190,3.2650,-0.5369,0.1564,3.2316,0.0403,0.2643,3.5223,0.0342,0.2473,3.5250
6.8676,-0.3288,0.1144,3.7417,-0.3178,0.4212,3.5922,-0.3057,0.7215,3.4319,-0.2457,0.7951,3.3948,-0.4767,0.6234,3.4616,-0.6218,0.4444,3.4583,-0.5421,0.2475,3.3717,-0.5048,0.1806,3.3443,-0.1805,0.6390,3.6075,-0.0705,0.4846,3.7469,0.0222,0.3205,3.6135,0.0150,0.2874,3.5526,-0.3805,0.1098,3.6766,-0.4564,-0.2389,3.4964,-0.4603,-0.6490,3.5381,-0.4093,-0.7156,3.4143,-0.2700,0.1165,3.7263,-0.0186,-0.0781,3.4680,0.0042,-0.4898,3.4982,0.0501,-0.5581,3.3738,-0.3089,0.6477,3.4743,-0.4798,0.1404,3.3468,-0.5229,0.1557,3.3218,0.0160,0.2605,3.5301,-0.0109,0.2880,3.5305
6.9339,-0.3099,0.1395,3.6957,-0.3002,0.4519,3.5927,-0.2837,0.7674,3.4570,-0.2203,0.8459,3.4241,-0.4596,0.6711,3.4938,-0.5971,0.4598,3.5258,-0.5088,0.2669,3.4382,-0.4777,0.2033,3.4240,-0.1645,0.6652,3.6252,-0.0939,0.4907,3.7654,-0.0144,0.3252,3.6248,-0.0260,0.2861,3.5818,-0.3557,0.1391,3.6434,-0.4530,-0.2277,3.5516,-0.4628,-0.6386,3.5856,-0.3552,-0.6202,3.5536,-0.2585,0.1354,3.6702,-0.0097,-0.1469,3.5444,0.0090,-0.5569,3.5868,0.0513,-0.6188,3.4562,-0.2886,0.6880,3.4920,-0.4471,0.1642,3.4367,-0.4544,0.1642,3.4085,-0.0233,0.2519,3.5539,-0.0487,0.2758,3.5810
7.0000,-0.2856,0.1824,3.6943,-0.2695,0.4912,3.5991,-0.2538,0.7918,3.4889,-0.1930,0.8749,3.4562,-0.4385,0.6868,3.5156,-0.5525,0.4690,3.5818,-0.4502,0.2400,3.4794,-0.4216,0.1846,3.5085,-0.1434,0.6738,3.6375,-0.1067,0.4798,3.7725,-0.0558,0.2857,3.6237,-0.0694,0.2435,3.6033,-0.3395,0.1778,3.6318,-0.4129,-0.2142,3.5910,-0.4350,-0.5711,3.6093,-0.3903,-0.6308,3.4764,-0.2260,0.1835,3.6770,-0.0968,-0.2068,3.6125,-0.0768,-0.6046,3.6866,0.0030,-0.6307,3.5368,-0.2579,0.7179,3.5189,-0.4121,0.1238,3.5374,-0.3722,0.1834,3.5243,-0.1085,0.1544,3.6103,-0.1055,0.2095,3.6235
7.0671,-0.2738,0.1884,3.6974,-0.2525,0.5015,3.6083,-0.2296,0.8075,3.5082,-0.1678,0.8931,3.4786,-0.4063,0.7004,3.5398,-0.5160,0.4837,3.6199,-0.4153,0.2690,3.5057,-0.3842,0.2220,3.5397,-0.1076,0.6833,3.6544,-0.1015,0.4582,3.7594,-0.0568,0.2798,3.6192,-0.0896,0.2209,3.6071,-0.3277,0.1867,3.6346,-0.4059,-0.2172,3.5967,-0.4326,-0.5756,3.6141,-0.4580,-0.6609,3.5376,-0.2135,0.1867,3.6802,-0.1068,-0.2377,3.6628,-0.0847,-0.6089,3.7034,-0.0461,-0.6673,3.5687,-0.2355,0.7322,3.5354,-0.3716,0.1777,3.5318,-0.3293,0.2675,3.5558,-0.0919,0.1804,3.5910,-0.1282,0.2271,3.6090
7.1346,-0.2462,0.1870,3.7123,-0.2297,0.4890,3.6447,-0.2173,0.7776,3.5718,-0.1617,0.8797,3.5243,-0.3758,0.7048,3.5590,-0.4825,0.4847,3.6326,-0.3779,0.2735,3.5243,-0.3477,0.2206,3.5481,-0.0929,0.6791,3.6549,-0.0740,0.4568,3.7543,-0.0627,0.2378,3.5994,-0.0758,0.2073,3.5721,-0.3146,0.1880,3.6474,-0.3842,-0.2148,3.5882,-0.4312,-0.5767,3.6153,-0.4530,-0.6637,3.5403,-0.1682,0.1812,3.6963,-0.1217,-0.2505,3.6847,-0.0915,-0.6154,3.7109,-0.0552,-0.7002,3.6385,-0.2198,0.7059,3.5942,-0.3317,0.1736,3.5487,-0.2932,0.2761,3.5534,-0.0869,0.1788,3.5513,-0.0691,0.1645,3.5837
7.1999,-0.2265,0.1906,3.7155,-0.2137,0.4937,3.6528,-0.2003,0.7882,3.5803,-0.1416,0.8942,3.5374,-0.3646,0.7060,3.5656,-0.4637,0.4798,3.6394,-0.3431,0.2608,3.5183,-0.3352,0.2107,3.5476,-0.0521,0.6711,3.6726,-0.0401,0.4398,3.7411,-0.0287,0.2703,3.5832,-0.0699,0.2053,3.5710,-0.2934,0.1960,3.6527,-0.3523,-0.2262,3.5820,-0.4134,-0.5781,3.6134,-0.4306,-0.6644,3.5339,-0.1542,0.1812,3.6977,-0.1161,-0.2513,3.6914,-0.0980,-0.6115,3.7160,-0.0521,-0.6921,3.6437,-0.2039,0.7152,3.6012,-0.3410,0.1569,3.5515,-0.2810,0.1926,3.5300,-0.0806,0.1846,3.5321,-0.0687,0.1466,3.6021
7.2679,-0.2160,0.1933,3.7170,-0.2013,0.5000,3.6556,-0.1857,0.7996,3.5824,-0.1237,0.9140,3.5493,-0.3436,0.7110,3.5727,-0.4487,0.4819,3.6370,-0.3373,0.2662,3.5140,-0.3165,0.2406,3.5134,-0.0338,0.6723,3.6776,-0.0072,0.4607,3.7352,0.0094,0.3051,3.5632,-0.0271,0.2560,3.4879,-0.2829,0.2003,3.6551,-0.3342,-0.2259,3.5638,-0.3621,-0.5759,3.6045,-0.3544,-0.6589,3.5136,-0.1441,0.1823,3.6983,-0.1113,-0.2517,3.6939,-0.0984,-0.6065,3.7157,-0.0552,-0.6891,3.6451,-0.1897,0.7257,3.6033,-0.3290,0.1608,3.5367,-0.2964,0.2498,3.4755,-0.0424,0.2300,3.4679,-0.0408,0.2167,3.4738
7.3348,-0.2061,0.2017,3.7162,-0.1902,0.5116,3.6569,-0.1739,0.8138,3.5853,-0.1167,0.9351,3.5562,-0.3333,0.7222,3.5756,-0.4404,0.4963,3.6367,-0.3368,0.2977,3.5143,-0.3048,0.2460,3.5334,-0.0202,0.6779,3.6750,0.0243,0.4670,3.7262,0.0386,0.3126,3.5085,0.0046,0.2721,3.4638,-0.2729,0.2105,3.6567,-0.3000,-0.2187,3.5592,-0.3127,-0.5769,3.5959,-0.2938,-0.6529,3.4965,-0.1345,0.1890,3.6952,-0.1055,-0.2529,3.6987,-0.0970,-0.6060,3.7179,-0.0547,-0.6876,3.6437,-0.1780,0.7394,3.6057,-0.3164,0.1721,3.5468,-0.2717,0.2777,3.5536,-0.0202,0.2479,3.4423,0.0146,0.2355,3.4579
7.4007,-0.1904,0.2132,3.7154,-0.1814,0.5229,3.6555,-0.1703,0.8256,3.5831,-0.1161,0.9521,3.5583,-0.3316,0.7278,3.5760,-0.4379,0.5014,3.6354,-0.3477,0.3130,3.5100,-0.3073,0.2728,3.5176,-0.0086,0.6869,3.6658,0.0353,0.4767,3.7197,0.0465,0.3211,3.5080,0.0368,0.2732,3.4454,-0.2594,0.2177,3.6593,-0.2804,-0.2232,3.5493,-0.2644,-0.5900,3.5694,-0.2630,-0.6708,3.4752,-0.1158,0.2066,3.6900,-0.1026,-0.2540,3.7021,-0.0973,-0.6122,3.7197,-0.0053,-0.6274,3.5768,-0.1733,0.7510,3.6037,-0.2990,0.2013,3.5367,-0.2504,0.3144,3.5412,0.0187,0.2483,3.4157,0.0429,0.2279,3.4507
7.4672,-0.1857,0.2161,3.7070,-0.1799,0.5278,3.6518,-0.1720,0.8329,3.5823,-0.1220,0.9626,3.5588,-0.3396,0.7267,3.5730,-0.4381,0.5047,3.6315,-0.3532,0.3228,3.4898,-0.3161,0.2917,3.4871,-0.0057,0.6935,3.6548,0.0410,0.4851,3.7119,0.0821,0.3238,3.5502,0.0758,0.2451,3.4508,-0.2550,0.2201,3.6534,-0.2663,-0.2272,3.5514,-0.2358,-0.5905,3.5651,-0.2470,-0.6733,3.4758,-0.1117,0.2085,3.6794,-0.0972,-0.2545,3.7030,-0.0966,-0.6132,3.7180,-0.0424,-0.6857,3.6387,-0.1740,0.7576,3.6022,-0.2951,0.2685,3.4623,-0.2629,0.3174,3.5312,0.0583,0.2152,3.4241,0.0866,0.1989,3.4554
7.5347,-0.1828,0.2217,3.6939,-0.1820,0.5344,3.6433,-0.1800,0.8405,3.5777,-0.1358,0.9727,3.5541,-0.3411,0.7304,3.5713,-0.4444,0.5053,3.6236,-0.3641,0.3460,3.4660,-0.3290,0.3045,3.4575,-0.0072,0.6967,3.6518,0.0405,0.4887,3.7096,0.0943,0.3098,3.5737,0.1026,0.2255,3.4986,-0.2517,0.2235,3.6406,-0.2602,-0.2307,3.5612,-0.2243,-0.6037,3.5732,-0.2321,-0.6853,3.4813,-0.1097,0.2155,3.6663,-0.0915,-0.2618,3.6759,-0.0963,-0.6110,3.7157,-0.0451,-0.6888,3.6438,-0.1805,0.7650,3.5966,-0.3070,0.2770,3.4347,-0.2752,0.3297,3.5142,0.1065,0.1830,3.4664,0.0690,0.2210,3.4918
7.5999,-0.1870,0.2239,3.6830,-0.1885,0.5365,3.6355,-0.1892,0.8416,3.5734,-0.1481,0.9755,3.5506,-0.3465,0.7308,3.5672,-0.4535,0.5047,3.6094,-0.3721,0.3524,3.4542,-0.3355,0.3120,3.4329,-0.0148,0.6999,3.6479,0.0293,0.4938,3.7121,0.1067,0.2546,3.5749,0.1110,0.2040,3.5493,-0.2559,0.2240,3.6304,-0.2557,-0.2304,3.5655,-0.2151,-0.6106,3.5766,-0.2265,-0.6896,3.4815,-0.1140,0.2193,3.6545,-0.0654,-0.2457,3.5886,-0.0765,-0.6058,3.6825,-0.0195,-0.6843,3.6253,-0.1890,0.7665,3.5914,-0.3184,0.2876,3.4048,-0.2839,0.3218,3.4978,0.1234,0.1530,3.5344,0.0843,0.1912,3.5247
7.6668,-0.1941,0.2210,3.6648,-0.1959,0.5339,3.6220,-0.1969,0.8388,3.5646,-0.1600,0.9756,3.5439,-0.3542,0.7282,3.5581,-0.4648,0.4984,3.5976,-0.3798,0.3503,3.4401,-0.3534,0.3118,3.4197,-0.0274,0.7032,3.6411,0.0125,0.4833,3.7227,0.1007,0.2483,3.6238,0.1037,0.1820,3.5949,-0.2633,0.2179,3.6103,-0.2548,-0.2341,3.5637,-0.2122,-0.6075,3.5786,-0.2222,-0.6895,3.4879,-0.1207,0.2191,3.6385,-0.0580,-0.2327,3.5369,-0.0755,-0.5854,3.6492,0.0132,-0.6229,3.5106,-0.1967,0.7637,3.5816,-0.3331,0.2786,3.3928,-0.2988,0.3304,3.4880,0.1111,0.1195,3.5724,0.0766,0.1733,3.5745
7.7341,-0.1983,0.2228,3.6513,-0.2021,0.5372,3.6086,-0.2049,0.8434,3.5527,-0.1684,0.9832,3.5364,-0.3616,0.7303,3.5488,-0.4762,0.4997,3.5889,-0.3921,0.3503,3.4322,-0.3700,0.3088,3.4228,-0.0350,0.7069,3.6341,0.0024,0.4803,3.7253,0.0820,0.2490,3.6687,0.0769,0.1756,3.6375,-0.2676,0.2196,3.5968,-0.2562,-0.2389,3.5631,-0.2095,-0.6084,3.5781,-0.2024,-0.6961,3.4974,-0.1248,0.2211,3.6249,-0.0672,-0.2398,3.5073,-0.0768,-0.5984,3.5526,0.0042,-0.6264,3.4044,-0.2044,0.7681,3.5691,-0.3580,0.2722,3.3832,-0.3263,0.2720,3.4730,0.0896,0.1149,3.6145,0.0499,0.1673,3.6139
7.8002,-0.2010,0.2239,3.6431,-0.2046,0.5406,3.6005,-0.2074,0.8493,3.5444,-0.1706,0.9909,3.5312,-0.3655,0.7372,3.5380,-0.4861,0.5076,3.5873,-0.4206,0.3444,3.4360,-0.3868,0.2995,3.4398,-0.0410,0.7133,3.6275,-0.0179,0.4828,3.7248,0.0570,0.2461,3.6847,0.0458,0.1661,3.6606,-0.2714,0.2239,3.5873,-0.2612,-0.2475,3.5641,-0.2134,-0.6093,3.5773,-0.2054,-0.6954,3.4931,-0.1268,0.2194,3.6174,-0.0927,-0.2552,3.4976,-0.0782,-0.5946,3.4510,-0.0253,-0.6281,3.2887,-0.2069,0.7733,3.5609,-0.3727,0.2682,3.4122,-0.3353,0.3223,3.4840,0.0503,0.1008,3.6410,0.0203,0.1552,3.6294
7.8668,-0.2065,0.2252,3.6323,-0.2083,0.5430,3.5915,-0.2094,0.8523,3.5373,-0.1719,0.9952,3.5265,-0.3683,0.7389,3.5296,-0.4989,0.5136,3.5889,-0.4348,0.3427,3.4461,-0.4022,0.2940,3.4531,-0.0438,0.7141,3.6220,-0.0232,0.4816,3.7221,0.0384,0.2339,3.6846,0.0216,0.1561,3.6522,-0.2775,0.2220,3.5769,-0.2624,-0.2630,3.5605,-0.2115,-0.6141,3.5725,-0.2098,-0.7011,3.4899,-0.1313,0.2240,3.6065,-0.1115,-0.2650,3.4933,-0.0776,-0.5856,3.4141,-0.0821,-0.6156,3.2403,-0.2092,0.7762,3.5533,-0.3926,0.2473,3.4350,-0.3499,0.3159,3.4829,0.0228,0.0856,3.6303,-0.0006,0.1286,3.6102
7.9338,-0.2099,0.2213,3.6175,-0.2101,0.5411,3.5817,-0.2108,0.8519,3.5312,-0.1725,0.9953,3.5217,-0.3694,0.7374,3.5241,-0.5026,0.5158,3.5891,-0.4597,0.3339,3.4529,-0.4291,0.2862,3.4536,-0.0469,0.7110,3.6136,-0.0303,0.4757,3.7102,0.0268,0.2163,3.6711,0.0131,0.1442,3.6319,-0.2816,0.2198,3.5629,-0.2714,-0.2678,3.5472,-0.2119,-0.6210,3.5454,-0.1788,-0.6700,3.4030,-0.1335,0.2179,3.5913,-0.1242,-0.2699,3.4753,-0.0966,-0.5918,3.3859,-0.0594,-0.6269,3.2186,-0.2107,0.7755,3.5464,-0.4127,0.2403,3.4298,-0.3768,0.3136,3.4853,0.0087,0.0722,3.6238,-0.0086,0.1406,3.5991
8.0008,-0.2131,0.2188,3.6072,-0.2121,0.5384,3.5723,-0.2109,0.8490,3.5239,-0.1731,0.9937,3.5166,-0.3714,0.7360,3.5192,-0.5056,0.5156,3.5896,-0.4712,0.3264,3.4618,-0.4439,0.2708,3.4578,-0.0479,0.7081,3.6087,-0.0349,0.4675,3.6947,0.0183,0.2228,3.6629,0.0107,0.1490,3.6076,-0.2850,0.2208,3.5527,-0.2767,-0.2962,3.5382,-0.2182,-0.6232,3.5468,-0.1851,-0.6720,3.4043,-0.1366,0.2117,3.5805,-0.1302,-0.2741,3.4651,-0.1081,-0.5962,3.3760,-0.1030,-0.6215,3.2011,-0.2113,0.7727,3.5385,-0.4277,0.2180,3.4317,-0.3878,0.2958,3.4826,0.0151,0.0649,3.5868,-0.0179,0.1340,3.5712
8.0668,-0.2172,0.2159,3.5936,-0.2148,0.5360,3.5615,-0.2120,0.8474,3.5159,-0.1744,0.9927,3.5097,-0.3745,0.7343,3.5143,-0.5084,0.5160,3.5939,-0.4911,0.3164,3.4805,-0.4623,0.2552,3.4653,-0.0486,0.7042,3.5967,-0.0366,0.4592,3.6731,0.0265,0.2090,3.6086,0.0139,0.1383,3.5663,-0.2869,0.2185,3.5401,-0.2767,-0.2898,3.5240,-0.2216,-0.6260,3.5474,-0.2144,-0.7163,3.4737,-0.1428,0.2084,3.5662,-0.1363,-0.2770,3.4605,-0.1095,-0.5938,3.3731,-0.1031,-0.6214,3.1988,-0.2128,0.7709,3.5298,-0.4462,0.2016,3.4420,-0.4009,0.2796,3.4828,0.0149,0.0688,3.5356,-0.0171,0.1270,3.5361
8.1341,-0.2221,0.2154,3.5864,-0.2169,0.5360,3.5532,-0.2110,0.8479,3.5062,-0.1751,0.9949,3.5023,-0.3774,0.7343,3.5116,-0.5115,0.5161,3.5980,-0.5204,0.3095,3.4990,-0.5020,0.2454,3.4702,-0.0476,0.7018,3.5865,-0.0357,0.4609,3.6611,0.0299,0.2130,3.5756,0.0247,0.1453,3.5274,-0.2913,0.2187,3.5333,-0.2750,-0.2979,3.5177,-0.2214,-0.6259,3.5473,-0.2145,-0.7166,3.4747,-0.1480,0.2071,3.5586,-0.1374,-0.2779,3.4565,-0.1073,-0.5947,3.3738,-0.0297,-0.6320,3.2264,-0.2126,0.7712,3.5205,-0.4782,0.2000,3.4516,-0.4359,0.2229,3.4811,0.0257,0.0797,3.4997,-0.0084,0.1400,3.4985
8.2002,-0.2268,0.2138,3.5828,-0.2180,0.5352,3.5493,-0.2096,0.8477,3.5014,-0.1727,0.9927,3.4940,-0.3761,0.7344,3.5047,-0.5127,0.5167,3.5984,-0.5302,0.3104,3.5000,-0.5234,0.2469,3.4740,-0.0465,0.6976,3.5791,-0.0344,0.4610,3.6556,0.0351,0.2209,3.5587,0.0269,0.1603,3.4964,-0.2956,0.2187,3.5306,-0.2706,-0.3000,3.5062,-0.2044,-0.6218,3.5295,-0.1037,-0.6223,3.3916,-0.1531,0.2036,3.5540,-0.1421,-0.2778,3.4549,-0.1017,-0.5938,3.3746,-0.0297,-0.6307,3.2233,-0.2119,0.7708,3.5160,-0.4978,0.1961,3.4605,-0.4800,0.2398,3.4595,0.0348,0.0983,3.4644,0.0254,0.1115,3.4696
8.2673,-0.2311,0.2096,3.5814,-0.2179,0.5308,3.5463,-0.2036,0.8416,3.4961,-0.1614,0.9822,3.4838,-0.3705,0.7292,3.4934,-0.5196,0.5145,3.5943,-0.5410,0.3093,3.4942,-0.5354,0.2422,3.4607,-0.0453,0.6874,3.5765,-0.0322,0.4549,3.6495,0.0324,0.2222,3.5401,0.0265,0.1633,3.4692,-0.2999,0.2163,3.5286,-0.2656,-0.2987,3.4970,-0.2007,-0.6211,3.5284,-0.1004,-0.6210,3.3900,-0.1573,0.1978,3.5533,-0.1469,-0.2797,3.4550,-0.0950,-0.5885,3.3782,-0.0574,-0.6214,3.2103,-0.2076,0.7653,3.5113,-0.5176,0.1927,3.4509,-0.5729,0.2380,3.4466,0.0358,0.1012,3.4419,0.0037,0.1562,3.4334
8.3339,-0.2388,0.2030,3.5860,-0.2180,0.5228,3.5456,-0.1967,0.8296,3.4915,-0.1502,0.9692,3.4807,-0.3610,0.7170,3.4813,-0.5313,0.5123,3.5767,-0.5501,0.3074,3.4752,-0.5456,0.2358,3.4380,-0.0429,0.6694,3.5845,-0.0352,0.4484,3.6500,0.0309,0.2224,3.5345,0.0292,0.1501,3.4678,-0.3082,0.2112,3.5303,-0.2735,-0.2614,3.4941,-0.2017,-0.6201,3.5317,-0.0997,-0.6211,3.3952,-0.1643,0.1895,3.5616,-0.1401,-0.2811,3.4504,-0.0940,-0.5866,3.3781,-0.0949,-0.6191,3.2049,-0.2025,0.7544,3.5077,-0.5171,0.1769,3.4315,-0.5775,0.2338,3.4247,0.0410,0.1010,3.4541,0.0017,0.1577,3.4341
8.4000,-0.2459,0.1992,3.5896,-0.2188,0.5170,3.5463,-0.1918,0.8222,3.4896,-0.1434,0.9616,3.4800,-0.3560,0.7117,3.4771,-0.5380,0.5074,3.5564,-0.5506,0.3055,3.4433,-0.5461,0.2391,3.4081,-0.0430,0.6655,3.5864,-0.0386,0.4381,3.6558,0.0263,0.2205,3.5418,0.0238,0.1471,3.4835,-0.3130,0.2101,3.5304,-0.2723,-0.2928,3.5029,-0.2049,-0.6208,3.5384,-0.1047,-0.6210,3.3999,-0.1737,0.1824,3.5698,-0.1438,-0.2816,3.4493,-0.0915,-0.5803,3.3787,-0.0930,-0.6154,3.2063,-0.1991,0.7474,3.5064,-0.5268,0.1819,3.4064,-0.5794,0.2367,3.3900,0.0297,0.0947,3.4545,0.0438,0.1416,3.4323
